"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"MDGA2",-0.123808,0.015516,-0.65469569989272,0.522559417281159,0.692187189290112,-6.84506281142551
"RASGRP3",0.196182,0.106149,0.654326612938314,0.522790636280416,0.692347337686409,-6.84531148817182
"RRM1",-0.1278106,-0.0596293,-0.65242473666484,0.523983007471092,0.693660008454216,-6.84659080073315
"SREK1",-0.15644,0.2583,-0.65239305358948,0.524002884015526,0.693660008454216,-6.84661208282968
"PNLIP",-0.19486,-0.08095,-0.651631580990664,0.524480726034507,0.694116911225989,-6.84712328410236
"EPC1",0.19946,-0.20317,0.651490581433825,0.524569233579488,0.694116911225989,-6.84721787980046
"SRC",0.125194,0.039119,0.650906731701692,0.524935814599861,0.694382966009382,-6.8476093750086
"SDR42E1",-0.149202,0.030839,-0.650817930432508,0.524991582809834,0.694382966009382,-6.84766889085045
"TSSK2",-0.24328,-0.04064,-0.650091717322185,0.525447778378265,0.694839919321953,-6.84815532102359
"GCC2",-0.144596,0.035218,-0.648900455334542,0.526196594183999,0.695683552790979,-6.84895213765422
"CAD",-0.1202066,-0.1746567,-0.648446199377189,0.526482293355434,0.695875981216366,-6.8492556186457
"ETV2",-0.1512088,-0.0158756,-0.64831647234407,0.526563899744507,0.695875981216366,-6.84934225028639
"EBPL",-0.186,-0.01202,-0.648021551262349,0.526749449982186,0.695974641702779,-6.84953913746104
"BCHE",-0.131582,-0.008051,-0.647615502423027,0.527004976694506,0.696165698533934,-6.8498100741666
"SRP19",0.14402,0.07333,0.647067696666828,0.527349821586458,0.696474638105348,-6.85017534400261
"LFNG",-0.25108,-0.138018,-0.646195898438523,0.527898882000621,0.696964691695575,-6.85075604524005
"KIF7",-0.280398,-0.136979,-0.646125901275135,0.527942980293302,0.696964691695575,-6.85080263796133
"MIB1",-0.1684,-0.20298,-0.645885152665085,0.528094667992287,0.697018325198653,-6.85096285277521
"KPNA6",0.1446102,0.1692829,0.64420071740189,0.529156659211122,0.698273169303827,-6.85208224111668
"PPP4R1L",-0.17803,-0.021427,-0.64364232000478,0.529508977974656,0.698471911141961,-6.85245271288809
"FAM188A",-0.1366006,0.1417003,-0.643609242340933,0.529529852328466,0.698471911141961,-6.85247464890889
"TOMM6",-0.1615822,0.0118569,-0.643348334490536,0.529694519868972,0.698542300209639,-6.85264763704915
"CELA3A",0.192188,-0.077846,0.640898045509171,0.531242377168812,0.700214277511014,-6.85426899888665
"TRIP4",-0.193724,0.064186,-0.640751524812568,0.53133501495232,0.700214277511014,-6.85436576644957
"F11R",-0.1578,0.22554,-0.640718912829995,0.531355635123164,0.700214277511014,-6.85438730173234
"FAM3D",-0.158,-0.28062,-0.640635091079395,0.531408636677017,0.700214277511014,-6.85444264856296
"FAM107B",-0.1908,0.38476,-0.639898482158192,0.531874530880083,0.700681057053611,-6.85492873077701
"SPATS2",-0.14401,0.072299,-0.639353920639404,0.532219104581882,0.700987848972905,-6.85528774215596
"ASPRV1",0.182018,0.384729,0.638942725426439,0.532479372723924,0.701183496268432,-6.85555863781346
"ZDHHC23",-0.143846,0.487957,-0.63841284293869,0.532814869303327,0.701413653151626,-6.85590748141087
"KRT78",0.40014,-0.10411,0.638262575478828,0.532910033020922,0.701413653151626,-6.85600635883329
"ORMDL1",-0.177154,0.193223,-0.638137203427219,0.532989437839405,0.701413653151626,-6.85608883797533
"ARHGAP9",-0.241412,-0.125286,-0.637121903558124,0.533632724467503,0.702108592700977,-6.85675621317454
"THRAP3",0.1882,0.10286,0.636950682149254,0.533741251717075,0.702108592700977,-6.85686866097876
"LOC100506548",-0.133194,-0.009197,-0.636756089444118,0.533864607589843,0.702123695983624,-6.85699642287826
"DRAP1",-0.125986,0.044935,-0.635840262527003,0.534445380138827,0.702624974571465,-6.85759722223243
"AAK1",-0.1465252,0.1462374,-0.635801976738104,0.534469666762934,0.702624974571465,-6.85762232058032
"MTHFD2",0.1586,-0.09132,0.634685905924362,0.535177917034293,0.703408713572193,-6.85835333451868
"C7",-0.3241,0.07425,-0.634180741900103,0.535498661788658,0.703447914962501,-6.85868381130812
"LTA",-0.177794,-0.265223,-0.634112980716058,0.535541693647341,0.703447914962501,-6.85872812150715
"STRA13",-0.130384,-0.031568,-0.633940751277272,0.535651076899115,0.703447914962501,-6.85884072509517
"SERAC1",-0.118602,0.081191,-0.633932867204771,0.535656084385881,0.703447914962501,-6.85884587900717
"MOSPD2",0.17121,0.089983,0.633684019755572,0.535814150618084,0.703508286460062,-6.85900852233335
"WDR62",-0.30232,-0.25136,-0.633301578593827,0.536057125157622,0.703680091505802,-6.85925836274493
"RPL41",-0.138996,-0.070542,-0.632766437776137,0.536397216277556,0.703979282592627,-6.85960771855531
"GPA33",-0.17476,-0.16752,-0.632324856040553,0.53667793911408,0.704200448647286,-6.85989578544985
"SLC1A4",-0.154006,-0.088127,-0.631666101663,0.537096874555634,0.704602839613536,-6.860325171163
"PEA15",-0.1248,-0.126952,-0.631232529302722,0.53737270414878,0.704817364939968,-6.86060754844956
"NFIL3",0.114402,0.076337,0.630971966762039,0.537538506281987,0.7048317928754,-6.86077715936983
"RNF2",0.156406,-0.00244900000000001,0.630862271895503,0.537608316203719,0.7048317928754,-6.86084854443254
"RGS10",0.147808,-0.221796,0.628638271239566,0.539024754350812,0.706541219362091,-6.86229329771933
"TLX1",-0.209134,-0.261573,-0.627920439965181,0.53948237192121,0.706993394482672,-6.86275858170054
"ECM1",0.1524,-0.26308,0.627543199724386,0.53972294860362,0.707161007397979,-6.86300289921634
"GSTCD",-0.141794,-0.00307700000000001,-0.62715948657502,0.539967713972572,0.707334037339148,-6.86325126599695
"C19orf48",0.1250092,0.1454726,0.62683220396419,0.5401765314569,0.707459914737794,-6.8634629929942
"UCHL5",-0.119992,0.273544,-0.624933792249468,0.54138866086531,0.708899485831564,-6.86468905302989
"KLHL26",-0.1352134,0.0103867,-0.623169511794326,0.54251648899517,0.710228094479283,-6.86582532237866
"KIAA1704",-0.132594,0.028705,-0.622875338257558,0.542704666929204,0.710326275213282,-6.86601448566762
"FLJ39632",0.23386,0.18261,0.622464751486457,0.542967372419396,0.710521941055907,-6.86627836474577
"BEND6",0.2245448,0.0389536,0.62187568787858,0.54334439457039,0.710795448544472,-6.86665666018207
"CSF3R",0.1484,-0.41656,0.621784307984231,0.543402893899996,0.710795448544472,-6.86671531369447
"TRAM2",-0.1485908,-0.0118046,-0.621072949320236,0.543858407689973,0.711243043688742,-6.8671716297454
"CNGB1",-0.134386,-0.107659,-0.620480816700979,0.544237735514617,0.711590839185362,-6.86755108744127
"AQP4",-0.25838,-0.17499,-0.620217565130825,0.544406424432562,0.711663136792076,-6.8677196771664
"AQP1",0.2007,0.58387,0.619339811632654,0.544969086853848,0.712052807314701,-6.86828131091633
"SRXN1",0.1362,0.16498,0.619339346912844,0.544969384835423,0.712052807314701,-6.86828160806888
"EXOSC5",-0.1332,-0.08506,-0.619221607405169,0.545044883100673,0.712052807314701,-6.86835688659778
"GABPA",-0.1582,-0.06596,-0.618986782595847,0.545195477228083,0.712101314273351,-6.86850698478285
"LMNB2",0.1224,-0.12814,0.616538623503859,0.546766846923123,0.714005145919584,-6.87006860743928
"ARHGEF37",0.13661,0.114605,0.615812881051966,0.547233145007858,0.714376234541632,-6.87053041128741
"MGAT1",-0.118984,-0.076952,-0.615742043732473,0.54727867043916,0.714376234541632,-6.87057545874247
"ATG9B",-0.122004,-0.079522,-0.615402132632477,0.547497151815446,0.714512814471561,-6.87079154930428
"GAPDHP62",0.17756,0.311674,0.615124944917444,0.5476753522863,0.71459677982304,-6.87096768098287
"CCL19",0.281994,0.062537,0.614417084880115,0.548130569966187,0.715042082125918,-6.87141712985522
"SCAF4",0.142608,-0.081816,0.614144532713625,0.548305900471213,0.715122159467442,-6.87159005303609
"SLC4A3",-0.117798,0.162921,-0.613906587309041,0.548458993706359,0.715173206835883,-6.87174096000817
"NUP133",0.1352058,0.2041171,0.613611875362817,0.548648642592961,0.715208883991978,-6.87192779172195
"KCNQ2",-0.1424006,0.0549803,-0.613351829806096,0.548816013090029,0.715208883991978,-6.87209257595145
"TRPA1",-0.215048,-0.229274,-0.613332846513777,0.548828232202894,0.715208883991978,-6.8721046025781
"ZBTB44",0.149206,0.257145,0.61229117542598,0.549498959010035,0.715921430041426,-6.87276399763798
"RHOB",0.169798,0.084181,0.612129403919656,0.54960316283295,0.715921430041426,-6.87286630606505
"IL4R",0.15246,-0.262396,0.610654911113409,0.550553440381831,0.716994980910903,-6.87379762770696
"HMGN2",0.134602,-0.226641,0.610344067133772,0.550753886100523,0.716994980910903,-6.87399369083938
"FAM102B",-0.1864,-0.14894,-0.610319011033513,0.550770045087869,0.716994980910903,-6.87400949070117
"ACN9",-0.163204,0.234422,-0.610128847624781,0.550892692192233,0.717005917917556,-6.87412938372549
"NAV3",0.1458822,0.4626389,0.60994367128187,0.551012137090159,0.71701268347042,-6.87424609837917
"ERLIN1",0.1212,0.10158,0.609483261501717,0.55130917755996,0.717250497173778,-6.8745361436208
"KIAA1161",0.26294,0.31971,0.60918565358985,0.551501230066688,0.717351651792442,-6.87472351737348
"SPTLC2",-0.135586,0.244621,-0.608688871054455,0.551821894795745,0.717620019009136,-6.87503609735459
"MBTPS2",-0.123214,0.218021,-0.608504321453459,0.55194104416145,0.717626267486484,-6.87515215578848
"ARMC8",0.119994,0.214115,0.607855224282298,0.552360226498593,0.717969869996627,-6.87556009004028
"APOO",0.157348,0.487074,0.607658128399291,0.552487543705427,0.717969869996627,-6.87568387571675
"UCHL1",0.122398,0.125609,0.607563751286889,0.552548513716333,0.717969869996627,-6.87574313554742
"FLJ32255",0.152394,-0.119283,0.606882066107287,0.55298900771108,0.718393502876162,-6.87617090870282
"CARS",0.146984,-0.166598,0.606147968635908,0.553463581878607,0.718861225138687,-6.87663106061132
"GOT1",0.158992,0.689676,0.60583547669489,0.553665666205859,0.718974906084827,-6.87682677803398
"RPS4Y1",0.206848,0.131516,0.604865701596689,0.554293060277223,0.719640721203941,-6.87743354794477
"EXOG",-0.2353486,0.1329323,-0.604378911155013,0.554608132896911,0.71987682026674,-6.87773777462236
"GCNT2",-0.122,0.22084,-0.604230333142807,0.554704318484696,0.71987682026674,-6.87783058412884
"NRXN2",-0.118188,0.31942,-0.603843623492643,0.554954706531112,0.720052871240285,-6.87807204108992
"POLI",0.147884,0.100718,0.603449779225367,0.555209776708078,0.720183683826041,-6.87831780151552
"WDR11",-0.170184,0.169412,-0.603333602620538,0.555285029642162,0.720183683826041,-6.87839026702431
"PTPRH",-0.19839,-0.130325,-0.603073683084153,0.555453411379684,0.720253225169193,-6.87855234450154
"SEC14L1",0.1658,0.17568,0.602747575636621,0.555664710015983,0.720343963989223,-6.87875560055625
"ZNF37BP",0.13339,-0.003195,0.602611420315261,0.555752943536619,0.720343963989223,-6.87884043237773
"EPB41L4A",0.1336,0.26303,0.602314798080849,0.555945191461752,0.720444357136889,-6.87902518019995
"SCYL1",-0.113398,0.018409,-0.601174080929343,0.556684850600083,0.721136723701912,-6.87973485570636
"TRH",-0.222,-0.003576,-0.601136422993332,0.556709277618828,0.721136723701912,-6.87975826202291
"CPSF6",0.1744506,0.3137719,0.599930862363968,0.55749157510338,0.722001057645235,-6.88050684085058
"STIL",-0.149786,-0.173951,-0.599207521874534,0.557961239296289,0.722186150045991,-6.8809553033558
"NLE1",0.133604,-0.109418,0.599013312414227,0.558087375411071,0.722186150045991,-6.88107562311246
"RELB",-0.133594,0.245523,-0.59876713297907,0.558247287209763,0.722186150045991,-6.8812280867182
"CCDC146",0.1684,0.16568,0.598717652162733,0.558279431633313,0.722186150045991,-6.8812587239196
"DHFRL1",0.140794,0.066853,0.598588390422146,0.558363409143043,0.722186150045991,-6.88133874795501
"APCS",-0.126988,0.205086,-0.598568073235585,0.558376609230701,0.722186150045991,-6.88135132452764
"LIMK1",-0.20934,0.111156,-0.598366263151144,0.558507734436873,0.722186150045991,-6.88147622520391
"KLK11",0.22184,-0.00154,0.598198586862966,0.558616693907403,0.722186150045991,-6.88157996987045
"KRT6B",-0.1610014,-0.3167407,-0.598116355630484,0.55867013359995,0.722186150045991,-6.88163083784724
"LOC286063",0.176042,-0.188241,0.597639112575498,0.558980334070134,0.722438339502504,-6.88192592726972
"GPR161",-0.160394,-0.014003,-0.596811564781855,0.55951844559782,0.722832525037204,-6.88243708522431
"EFTUD2",-0.135606,0.034123,-0.596780847968564,0.559538424485062,0.722832525037204,-6.88245604532331
"NUDT6",0.1546,0.2124,0.596638748715742,0.559630853912647,0.722832525037204,-6.88254374465523
"GLRX5",0.172628,0.315014,0.596371806141929,0.559804510604257,0.722908047027226,-6.88270843964773
"RSBN1",0.1506,0.17642,0.595690157612933,0.560248080582302,0.723332020928724,-6.88312867606038
"YARS",0.1792,0.07398,0.595501097576376,0.560371141106345,0.723342098227771,-6.88324515042198
"ARHGAP25",-0.129812,-0.139634,-0.593952430163758,0.561379722995553,0.724494991059035,-6.88419791179507
"SNRNP200",-0.1550428,0.1304926,-0.593640330625646,0.561583097437066,0.724553253182385,-6.88438963321562
"ARMC2",0.173248,-0.012876,0.593528830273069,0.56165576429769,0.724553253182385,-6.88445810410542
"MMADHC",-0.129994,0.236303,-0.59312624841404,0.561918176119124,0.724742801751669,-6.88470522217628
"BIVM",0.15688,0.321602,0.592483660012517,0.562337164855697,0.725044264875153,-6.88509933279345
"DTNA",-0.13987,-0.463085,-0.592323170543789,0.562441835214192,0.725044264875153,-6.88519770016377
"TAF10",-0.178198,-0.119233,-0.592236308659232,0.562498490388323,0.725044264875153,-6.88525092903552
"CDK17",0.137,0.04364,0.591626506183503,0.562896316116231,0.72540806569722,-6.88562440566935
"KDM3A",-0.1516066,0.0789833,-0.591387049679058,0.563052574762671,0.725460472020226,-6.88577096164494
"MYO9A",-0.1874036,0.1748738,-0.591041203045719,0.563278299579871,0.725566115953991,-6.88598253226963
"UQCR11",-0.1452,0.065932,-0.590907177161196,0.563365787610548,0.725566115953991,-6.88606449044484
"ARHGAP30",-0.1578046,-0.1406577,-0.59052854068608,0.563612989032797,0.725626391840047,-6.88629593461738
"CETN2",-0.1446,0.18768,-0.590481312125392,0.563643827313612,0.725626391840047,-6.88632479347222
"DOCK4",0.145784,-0.120772,0.590048696802859,0.563926348789487,0.725841215135935,-6.88658903912407
"C11orf57",0.113998,0.168303,0.589201812358765,0.564479628289972,0.726404377106389,-6.8871057892872
"PSG2",-0.155998,0.081901,-0.587881409124125,0.565342837373661,0.727366061368819,-6.8879100566844
"KIT",-0.189174,0.490113,-0.587071410662862,0.565872717003985,0.727898580019883,-6.88840258022397
"LOC100272216",0.1660066,0.2265747,0.586224815017467,0.566426818400763,0.728462031205572,-6.88891666382505
"PDPN",-0.23576,-0.20122,-0.584844067225123,0.567331140483613,0.729475566005973,-6.88975358390955
"TBXAS1",-0.151422,-0.171543,-0.584133897813792,0.567796563376726,0.729924463693636,-6.89018330859753
"SIRT5",0.160392,-0.126604,0.583370205070253,0.568297288522082,0.730274836408016,-6.89064486374904
"CHCHD3",0.126392,0.172764,0.583363276280494,0.568301832539317,0.730274836408016,-6.89064904868072
"BEND4",-0.201578,0.012129,-0.583149500055543,0.568442040006872,0.730305474530835,-6.89077814441629
"MMP2",-0.161,-0.29482,-0.582708145071551,0.568731565152297,0.730356247659008,-6.89104452798119
"ZNF335",-0.1464148,-0.0024326,-0.582488272924125,0.568875828413067,0.730356247659008,-6.89117716177621
"CORO2A",0.146392,-0.388984,0.582377979616219,0.568948201691757,0.730356247659008,-6.89124367615486
"SNRPF",0.159798,0.102181,0.582105705306098,0.569126885914997,0.730356247659008,-6.89140782458333
"BCAT2",0.120206,-0.117663,0.582092154436143,0.569135779654568,0.730356247659008,-6.89141599220037
"SARS",-0.1413942,-0.0129171,-0.581898942359584,0.569262597028488,0.730356247659008,-6.89153242859383
"FASN",-0.160798,-0.076261,-0.581614019342106,0.569449637262206,0.730356247659008,-6.89170406582489
"SREBF1",0.162596,-0.124862,0.581516050775522,0.569513957064394,0.730356247659008,-6.89176306339396
"CD99",-0.154406,-0.259303,-0.581493267127329,0.569528915876862,0.730356247659008,-6.89177678255454
"ITGAV",0.122402,0.266801,0.580183128014986,0.570389447251384,0.73131035157297,-6.8925648179047
"USP31",-0.124594,-0.191337,-0.579957393671955,0.57053778404797,0.731351130041884,-6.89270042323212
"NFE2",-0.169,-0.1025,-0.578893461780807,0.571237198249379,0.732098153198509,-6.89333887952672
"SEC14L5",-0.128002,0.031377,-0.578170662919896,0.571712612768595,0.732557851722275,-6.89377198547682
"SOX18",0.120402,-0.087019,0.577825003407862,0.571940040530222,0.732699672253047,-6.89397892411112
"SLC35A3",-0.143798,0.186439,-0.577314089668774,0.57227628463161,0.732980808642446,-6.8942845800348
"SYNGR3",-0.1574,0.05754,-0.576731149868096,0.572660057153248,0.733322693061373,-6.89463300998531
"PFKM",-0.164176,0.310428,-0.575907128100301,0.57320277323093,0.733504434989796,-6.89512496315755
"DYNLT3",-0.1298186,0.2339593,-0.575817590657534,0.573261760454066,0.733504434989796,-6.89517837781063
"DESI1",-0.130402,0.117541,-0.575679770151689,0.57335256273744,0.733504434989796,-6.89526058078893
"GAS5-AS1",-0.13798714,-0.15001843,-0.575655635133574,0.573368464735181,0.733504434989796,-6.89527497417291
"RBM10",0.1232,0.021056,0.575628484302875,0.573386354056715,0.733504434989796,-6.89529116540503
"HBE1",-0.229412,-0.189114,-0.575417010506146,0.573525701316742,0.733533177392271,-6.89541725150941
"DCP1A",0.138994,0.056159,0.574500708043588,0.574129688504172,0.7341560564491,-6.89596306248897
"SEMG2",0.129,0.10242,0.573791909525927,0.574597125705078,0.73451126728367,-6.89638469939788
"TUBA4A",-0.116606,0.122193,-0.573724573368796,0.574641542760169,0.73451126728367,-6.89642472917765
"MS4A6A",0.148008,-0.053322,0.573345005286094,0.574891951348,0.734587411609163,-6.89665028949192
"GSTTP1",-0.1538,-0.1509,-0.57327944570269,0.574935208066318,0.734587411609163,-6.89668923415033
"RPS6",-0.1446,-0.14578,-0.572582156427235,0.575395389881857,0.734985484020646,-6.89710318437181
"GYLTL1B",0.1116044,0.3399422,0.572452489109615,0.575480986054407,0.734985484020646,-6.89718010903754
"GPR180",0.176634,-0.089137,0.570265129686637,0.57692590767131,0.736680975899317,-6.89847523873357
"DACT1",-0.1624066,0.1303833,-0.56997951273535,0.577114719030696,0.736772167745453,-6.89864400142968
"TINCR",0.150794,-0.290443,0.569722689722283,0.577284523128955,0.736785769095359,-6.89879568151706
"SLFN5",-0.116594,-0.150703,-0.569454890532187,0.577461611991464,0.736785769095359,-6.89895377444804
"ADAM28",0.144592,-0.157656,0.56943076794091,0.577477565038252,0.736785769095359,-6.89896801151682
"PRKAA2",0.19358,0.34043,0.569115245672619,0.57768625114422,0.736797340134264,-6.89915417847947
"WFDC2",0.2201,0.31561,0.569059060649504,0.577723415965578,0.736797340134264,-6.89918731885167
"S100A9",0.187582,-0.456443,0.568884589343197,0.577838831762404,0.736797340134264,-6.89929020965307
